scope,scope_id,scheme,mode,shots,attack,reference_count,n_replicates,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,loss_mia,0,10,0.5295000000000001,0.5065,0.5448538888888889,0.08666666666666667,0.0511666666666667,0.11333333333333329,0.0,0.0,0.0033333333333333335,0.015,0.003,0.020333333333333328,0.05666666666666667,0.05,0.08033333333333333
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,noise_augmented_lira,16,10,0.5050611111111112,0.4853216666666667,0.5389283333333333,0.06166666666666665,0.03666666666666665,0.1088333333333333,0.0,0.0,0.008499999999999997,0.006666666666666667,0.0015,0.03649999999999997,0.06333333333333334,0.03933333333333333,0.09
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,affine_channel_lira,16,10,0.5229333333333334,0.48435833333333334,0.5666666666666667,0.07499999999999998,0.04416666666666671,0.1438333333333333,0.0033333333333333335,0.0,0.01366666666666666,0.013333333333333334,0.0015,0.02183333333333333,0.051666666666666666,0.04,0.08216666666666665
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,deconvolved_lira,16,10,0.5431444444444444,0.49252444444444443,0.5779955555555556,0.09166666666666667,0.053333333333333344,0.14433333333333334,0.0033333333333333335,0.0,0.01,0.013333333333333334,0.006666666666666667,0.025166666666666664,0.04666666666666667,0.023,0.077
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,empirical_channel_lira,16,10,0.5217055555555556,0.4795838888888889,0.551795,0.07,0.03450000000000003,0.12799999999999997,0.0033333333333333335,0.0,0.011833333333333331,0.016666666666666666,0.0033333333333333335,0.025499999999999988,0.06166666666666666,0.03966666666666667,0.08549999999999999
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,latent_lira_mismatched,16,10,0.5314611111111112,0.4937122222222222,0.5674855555555556,0.08333333333333334,0.05266666666666668,0.13966666666666663,0.0,0.0,0.005166666666666663,0.01,0.0015,0.018499999999999996,0.04,0.0245,0.06766666666666664
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,loss_mia,0,10,0.5260666666666667,0.5100155555555556,0.5451755555555555,0.08166666666666667,0.05816666666666665,0.10183333333333335,0.0033333333333333335,0.0,0.019499999999999976,0.016666666666666666,0.008166666666666668,0.028833333333333322,0.05333333333333334,0.028166666666666666,0.08683333333333329
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,noise_augmented_lira,16,10,0.5361777777777778,0.4934633333333333,0.5679094444444445,0.08333333333333334,0.03383333333333333,0.16933333333333328,0.0033333333333333335,0.0,0.011833333333333331,0.015,0.006333333333333333,0.025166666666666664,0.065,0.04633333333333334,0.08616666666666664
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,1024,affine_channel_lira,16,10,0.5388611111111111,0.5224605555555555,0.5727861111111111,0.08833333333333332,0.06416666666666669,0.15016666666666664,0.006666666666666667,0.0015,0.011833333333333331,0.02,0.0115,0.030333333333333327,0.06166666666666667,0.04966666666666667,0.08549999999999999
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,1024,deconvolved_lira,16,10,0.5403277777777777,0.5204266666666666,0.5807444444444444,0.08999999999999997,0.06333333333333335,0.1478333333333333,0.0033333333333333335,0.0,0.008499999999999997,0.013333333333333334,0.0033333333333333335,0.02183333333333333,0.065,0.06,0.0985
