scope,scope_id,scheme,mode,shots,simulator_seed,attack,reference_count,n_member,n_nonmember,auc,advantage,tpr_at_0_1pct_fpr,attained_fpr_at_0_1pct_fpr,tpr_at_1pct_fpr,attained_fpr_at_1pct_fpr,tpr_at_5pct_fpr,attained_fpr_at_5pct_fpr
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,6,deconvolved_lira,16,1000,1000,0.5036080000000001,0.029000000000000026,0.001,0.001,0.007,0.007,0.055,0.05
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,7,deconvolved_lira,16,3000,3000,0.4921289999999999,0.006333333333333302,0.0016666666666666668,0.001,0.007,0.01,0.04533333333333334,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,7,deconvolved_lira,16,1000,1000,0.5148969999999999,0.05300000000000005,0.005,0.001,0.012,0.01,0.041,0.046
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,7,deconvolved_lira,16,1000,1000,0.47621100000000005,0.018000000000000016,0.001,0.0,0.012,0.009,0.046,0.046
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,7,deconvolved_lira,16,1000,1000,0.48396700000000004,0.0040000000000000036,0.0,0.0,0.004,0.01,0.044,0.049
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,8,deconvolved_lira,16,3000,3000,0.5095267777777778,0.029333333333333322,0.0023333333333333335,0.001,0.010333333333333333,0.01,0.05,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,8,deconvolved_lira,16,1000,1000,0.5077969999999999,0.04700000000000004,0.001,0.0,0.017,0.009,0.05,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,8,deconvolved_lira,16,1000,1000,0.509333,0.04300000000000004,0.003,0.0,0.008,0.01,0.038,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,8,deconvolved_lira,16,1000,1000,0.511471,0.034999999999999976,0.001,0.0,0.009,0.009,0.069,0.05
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,9,deconvolved_lira,16,3000,3000,0.4874934444444444,0.009333333333333416,0.0006666666666666666,0.0006666666666666666,0.007333333333333333,0.01,0.041,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,9,deconvolved_lira,16,1000,1000,0.483135,0.01100000000000001,0.001,0.0,0.011,0.009,0.039,0.047
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,9,deconvolved_lira,16,1000,1000,0.490374,0.014000000000000012,0.0,0.0,0.002,0.007,0.03,0.047
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,9,deconvolved_lira,16,1000,1000,0.488911,0.01200000000000001,0.003,0.001,0.01,0.01,0.052,0.05
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,0,affine_channel_lira,16,3000,3000,0.48752011111111115,0.005666666666666709,0.0,0.0,0.011,0.01,0.043333333333333335,0.04933333333333333
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,0,affine_channel_lira,16,1000,1000,0.49998,0.020000000000000018,0.0,0.0,0.009,0.009,0.053,0.046
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,0,affine_channel_lira,16,1000,1000,0.483044,0.014000000000000012,0.0,0.0,0.009,0.01,0.035,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,0,affine_channel_lira,16,1000,1000,0.47954100000000005,0.016000000000000014,0.0,0.0,0.017,0.01,0.04,0.05
