scope,shots,replicate,contrast,auc_difference,advantage_difference,tpr_at_0_1pct_fpr_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
eff_su2_r1_d2,64,27,matched_minus_deconvolved_mean,-0.0005722222222221962,0.008333333333333304,0.0,0.026666666666666665,0.023333333333333324
eff_su2_r1_d2,64,28,matched_minus_mismatched,-0.00966111111111112,-0.006666666666666599,0.0016666666666666666,0.011666666666666667,-0.003333333333333334
eff_su2_r1_d2,64,28,matched_minus_naive_mean,-0.013077777777777744,-0.015000000000000013,0.003333333333333333,0.015000000000000001,0.013333333333333336
eff_su2_r1_d2,64,28,matched_minus_deconvolved_mean,-0.010261111111111054,-0.023333333333333317,0.005,0.025,0.021666666666666667
eff_su2_r1_d2,64,29,matched_minus_mismatched,0.0035305555555555923,-0.016666666666666705,0.003333333333333333,0.026666666666666665,0.01833333333333334
eff_su2_r1_d2,64,29,matched_minus_naive_mean,0.004855555555555613,-0.028333333333333308,0.005,0.03333333333333333,0.015
eff_su2_r1_d2,64,29,matched_minus_deconvolved_mean,-0.018902777777777713,-0.01666666666666665,0.0,0.025,0.0050000000000000044
eff_su2_r1_d2,128,0,matched_minus_mismatched,0.0014250000000000096,0.010000000000000009,0.006666666666666667,0.008333333333333333,0.006666666666666668
eff_su2_r1_d2,128,0,matched_minus_naive_mean,0.002958333333333285,0.011666666666666659,0.006666666666666667,0.01,0.018333333333333333
eff_su2_r1_d2,128,0,matched_minus_deconvolved_mean,-0.010277777777777719,-0.011666666666666686,0.006666666666666667,0.016666666666666666,0.008333333333333331
eff_su2_r1_d2,128,1,matched_minus_mismatched,-0.008552777777777743,-0.019999999999999907,0.008333333333333333,0.013333333333333332,0.010000000000000002
